Suicide & Self-Inflicted Injury Death Rates  Table for Georgia by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2018-2022"
Sorted by Rate

County,FIPS,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Franklin County",13119,22.7 ,14.4, 33.7,5,NA,NA,NA,NA
"Pierce County",13229,22.6 ,13.9, 34.5,4,NA,NA,NA,NA
"Polk County",13233,22.4 ,16.4, 29.9,9,NA,NA,NA,NA
"Meriwether County",13199,22.2 ,13.9, 33.7,5,NA,NA,NA,NA
"Rabun County",13241,22 ,12.3, 36.2,4,NA,NA,NA,NA
"Wayne County",13305,21.8 ,15, 30.7,7,NA,NA,NA,NA
"Brantley County",13025,21.6 ,13.1, 33.7,4,NA,NA,NA,NA
"Bryan County",13029,21.2 ,15.5, 28.3,9,NA,NA,NA,NA
"Catoosa County",13047,21 ,16.3, 26.5,14,NA,NA,NA,NA
"Spalding County",13255,20.9 ,16.2, 26.6,14,stable,1.6 ,-0.8, 4.3
"Habersham County",13137,20.6 ,15, 27.5,10,NA,NA,NA,NA
"Berrien County",13019,20.3 ,11.8, 32.5,4,NA,NA,NA,NA
"Liberty County",13179,20.2 ,15.5, 26,15,NA,NA,NA,NA
"Lamar County",13171,20.2 ,11.7, 32.2,4,NA,NA,NA,NA
"Barrow County",13013,19.9 ,15.8, 24.7,17,stable,1.7 ,-0.2, 4.1
"Banks County",13011,19.8 ,11.6, 31.6,4,NA,NA,NA,NA
"Glynn County",13127,19.6 ,15.3, 24.7,16,NA,NA,NA,NA
"Ben Hill County",13017,19.4 ,11.1, 31.4,3,NA,NA,NA,NA
"Ware County",13299,19.4 ,13.1, 27.5,6,NA,NA,NA,NA
"Crisp County",13081,19.1 ,11.1, 30.3,4,NA,NA,NA,NA
"Carroll County",13045,18.7 ,15.3, 22.6,22,NA,NA,NA,NA
"Greene County",13133,18.7 ,10.3, 31.1,4,NA,NA,NA,NA
"Gordon County",13129,18.6 ,13.9, 24.4,11,NA,NA,NA,NA
"Jackson County",13157,18.6 ,14.6, 23.4,15,NA,NA,NA,NA
"Union County",13291,18.6 ,11.2, 29,5,NA,NA,NA,NA
"Bartow County",13015,18.5 ,15.1, 22.6,20,rising,2.0 ,0.3, 4.1
"Jones County",13169,18.4 ,12, 27,6,NA,NA,NA,NA
"Houston County",13153,18.3 ,15.4, 21.5,30,rising,2.8 ,1.0, 5.0
"Coffee County",13069,18.1 ,12.8, 24.9,8,NA,NA,NA,NA
"Peach County",13225,17.7 ,10.9, 27.1,4,NA,NA,NA,NA
"Murray County",13213,17.6 ,12.1, 24.6,7,NA,NA,NA,NA
"Floyd County",13115,17.5 ,14, 21.7,17,stable,1.4 ,-0.6, 3.6
"Walton County",13297,17.5 ,13.9, 21.7,17,rising,2.3 ,0.2, 5.1
"Camden County",13039,17.3 ,12.8, 23,10,NA,NA,NA,NA
"Pike County",13231,17.3 ,10.4, 27.2,4,NA,NA,NA,NA
"Coweta County",13077,17.1 ,14.3, 20.4,26,rising,2.0 ,0.5, 3.8
"Mitchell County",13205,17.1 ,10.1, 27.1,4,NA,NA,NA,NA
"Upson County",13293,17.1 ,10.6, 26,5,NA,NA,NA,NA
"Tattnall County",13267,16.9 ,10.4, 26.1,4,NA,NA,NA,NA
"Colquitt County",13071,16.7 ,11.8, 22.9,8,NA,NA,NA,NA
"Paulding County",13223,16 ,13.4, 19,27,stable,1.4 ,-0.4, 3.9
"Newton County",13217,16 ,12.8, 19.7,18,stable,2.1 ,0.0, 4.9
"Laurens County",13175,15.9 ,11.2, 21.8,8,NA,NA,NA,NA
"Effingham County",13103,15.8 ,11.7, 20.9,10,NA,NA,NA,NA
"Columbia County",13073,15.8 ,13.1, 18.9,25,stable,1.6 ,-0.4, 4.0
"Hall County",13139,15.5 ,13.2, 18.2,31,rising,2.3 ,0.6, 4.5
"Dodge County",13091,15.5 ,9, 25,4,NA,NA,NA,NA
"Henry County",13151,15.2 ,13, 17.6,37,stable,0.6 ,-0.8, 2.3
"Whitfield County",13313,15.2 ,11.9, 19,15,rising,7.4 ,2.0, 22.1
"Lowndes County",13185,15.1 ,12, 18.8,17,stable,1.8 ,-0.3, 4.4
"Morgan County",13211,15 ,8.2, 25,3,NA,NA,NA,NA
"Toombs County",13279,15 ,9, 23.3,4,NA,NA,NA,NA
"Chatham County",13051,14.9 ,13, 17,47,rising,2.6 ,1.2, 4.3
"Richmond County",13245,14.3 ,12.1, 16.9,30,stable,1.2 ,-0.1, 2.7
"Harris County",13145,14.3 ,9.1, 21.3,5,NA,NA,NA,NA
"Cherokee County",13057,14.2 ,12.3, 16.4,40,stable,-5.7 ,-14.0, 2.1
"Douglas County",13097,14.2 ,11.5, 17.4,20,stable,0.8 ,-1.0, 2.8
"Troup County",13285,13.9 ,10.3, 18.4,10,NA,NA,NA,NA
"Bibb County",13021,13.7 ,11.2, 16.7,21,rising,5.3 ,1.3, 18.4
"Hart County",13147,13.6 ,7.7, 22.2,3,NA,NA,NA,NA
"Decatur County",13087,13.5 ,8, 21.2,4,NA,NA,NA,NA
"Clarke County",13059,13.3 ,10.4, 16.8,16,stable,-0.2 ,-15.0, 3.2
"Muscogee County",13215,13.2 ,11, 15.6,28,stable,1.1 ,-0.3, 2.6
"Fayette County",13113,13.2 ,10.3, 16.5,16,stable,1.7 ,-0.5, 4.2
"Walker County",13295,13 ,9.4, 17.5,9,NA,NA,NA,NA
"Thomas County",13275,13 ,8.9, 18.5,7,NA,NA,NA,NA
"Baldwin County",13009,13 ,8.3, 19.3,5,NA,NA,NA,NA
"Rockdale County",13247,13 ,9.8, 16.8,12,NA,NA,NA,NA
"Grady County",13131,12.7 ,7.2, 20.6,3,NA,NA,NA,NA
"Gwinnett County",13135,12.3 ,11.3, 13.3,115,rising,1.4 ,0.6, 2.2
"Cobb County",13067,12.1 ,11, 13.3,96,rising,1.7 ,1.0, 2.6
"Sumter County",13261,12 ,7.2, 19,4,NA,NA,NA,NA
"Clayton County",13063,11.7 ,10, 13.7,34,rising,8.0 ,3.0, 20.3
"Dougherty County",13095,11.6 ,8.5, 15.5,10,NA,NA,NA,NA
"Oconee County",13219,11.4 ,7.3, 16.9,5,NA,NA,NA,NA
"DeKalb County",13089,11.3 ,10.2, 12.4,88,rising,9.3 ,2.6, 19.5
"Fulton County",13121,11.2 ,10.3, 12.1,126,rising,1.2 ,0.4, 2.1
"Forsyth County",13117,11 ,9.2, 13.1,28,stable,-0.6 ,-2.1, 1.5
"Bulloch County",13031,10.8 ,7.6, 14.8,9,NA,NA,NA,NA
"Tift County",13277,10.3 ,6.4, 15.8,4,NA,NA,NA,NA
"Appling County",13001,NA ,NA, NA,NA,NA,NA,NA,NA
"Atkinson County",13003,NA ,NA, NA,NA,NA,NA,NA,NA
"Bacon County",13005,NA ,NA, NA,NA,NA,NA,NA,NA
"Baker County",13007,NA ,NA, NA,NA,NA,NA,NA,NA
"Bleckley County",13023,NA ,NA, NA,NA,NA,NA,NA,NA
"Brooks County",13027,NA ,NA, NA,NA,NA,NA,NA,NA
"Burke County",13033,NA ,NA, NA,NA,NA,NA,NA,NA
"Calhoun County",13037,NA ,NA, NA,NA,NA,NA,NA,NA
"Candler County",13043,NA ,NA, NA,NA,NA,NA,NA,NA
"Chattahoochee County",13053,NA ,NA, NA,NA,NA,NA,NA,NA
"Clay County",13061,NA ,NA, NA,NA,NA,NA,NA,NA
"Clinch County",13065,NA ,NA, NA,NA,NA,NA,NA,NA
"Cook County",13075,NA ,NA, NA,NA,NA,NA,NA,NA
"Dade County",13083,NA ,NA, NA,NA,NA,NA,NA,NA
"Dooly County",13093,NA ,NA, NA,NA,NA,NA,NA,NA
"Early County",13099,NA ,NA, NA,NA,NA,NA,NA,NA
"Echols County",13101,NA ,NA, NA,NA,NA,NA,NA,NA
"Elbert County",13105,NA ,NA, NA,NA,NA,NA,NA,NA
"Emanuel County",13107,NA ,NA, NA,NA,NA,NA,NA,NA
"Evans County",13109,NA ,NA, NA,NA,NA,NA,NA,NA
"Glascock County",13125,NA ,NA, NA,NA,NA,NA,NA,NA
"Hancock County",13141,NA ,NA, NA,NA,NA,NA,NA,NA
"Irwin County",13155,NA ,NA, NA,NA,NA,NA,NA,NA
"Jeff Davis County",13161,NA ,NA, NA,NA,NA,NA,NA,NA
"Jefferson County",13163,NA ,NA, NA,NA,NA,NA,NA,NA
"Jenkins County",13165,NA ,NA, NA,NA,NA,NA,NA,NA
"Johnson County",13167,NA ,NA, NA,NA,NA,NA,NA,NA
"Lanier County",13173,NA ,NA, NA,NA,NA,NA,NA,NA
"Lincoln County",13181,NA ,NA, NA,NA,NA,NA,NA,NA
"Long County",13183,NA ,NA, NA,NA,NA,NA,NA,NA
"Macon County",13193,NA ,NA, NA,NA,NA,NA,NA,NA
"Marion County",13197,NA ,NA, NA,NA,NA,NA,NA,NA
"McDuffie County",13189,NA ,NA, NA,NA,NA,NA,NA,NA
"Miller County",13201,NA ,NA, NA,NA,NA,NA,NA,NA
"Montgomery County",13209,NA ,NA, NA,NA,NA,NA,NA,NA
"Oglethorpe County",13221,NA ,NA, NA,NA,NA,NA,NA,NA
"Pulaski County",13235,NA ,NA, NA,NA,NA,NA,NA,NA
"Quitman County",13239,NA ,NA, NA,NA,NA,NA,NA,NA
"Randolph County",13243,NA ,NA, NA,NA,NA,NA,NA,NA
"Schley County",13249,NA ,NA, NA,NA,NA,NA,NA,NA
"Screven County",13251,NA ,NA, NA,NA,NA,NA,NA,NA
"Seminole County",13253,NA ,NA, NA,NA,NA,NA,NA,NA
"Stewart County",13259,NA ,NA, NA,NA,NA,NA,NA,NA
"Talbot County",13263,NA ,NA, NA,NA,NA,NA,NA,NA
"Taliaferro County",13265,NA ,NA, NA,NA,NA,NA,NA,NA
"Taylor County",13269,NA ,NA, NA,NA,NA,NA,NA,NA
"Telfair County",13271,NA ,NA, NA,NA,NA,NA,NA,NA
"Terrell County",13273,NA ,NA, NA,NA,NA,NA,NA,NA
"Towns County",13281,NA ,NA, NA,NA,NA,NA,NA,NA
"Treutlen County",13283,NA ,NA, NA,NA,NA,NA,NA,NA
"Turner County",13287,NA ,NA, NA,NA,NA,NA,NA,NA
"Twiggs County",13289,NA ,NA, NA,NA,NA,NA,NA,NA
"Warren County",13301,NA ,NA, NA,NA,NA,NA,NA,NA
"Washington County",13303,NA ,NA, NA,NA,NA,NA,NA,NA
"Webster County",13307,NA ,NA, NA,NA,NA,NA,NA,NA
"Wheeler County",13309,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilcox County",13315,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilkes County",13317,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilkinson County",13319,NA ,NA, NA,NA,NA,NA,NA,NA

Suggested Citation:
HDPulse: An Ecosystem of Minority Health and Health Disparities Resources. National Institute on Minority Health and Health Disparities. Created 3/15/2025. Available from https://hdpulse.nimhd.nih.gov

Notes:
Source: Death data provided by the National Vital Statistics System [ https://www.cdc.gov/nchs/nvss/index.htm ]. 


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death rates (deaths per 100,000 population per year) are age-adjusted to the 2000 US standard population [https://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for mortality data. \n"
State Health Departments [ https://www.usa.gov/state-health ] may provide more current or more local data.
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint Regression Program (Version 4.9.0.0). Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
"For more information about Suicide & Self-Inflicted Injury, see the definitions at http://hdpulse.nimhd.nih.gov/data/cod.html#suicide."
Data for United States does not include Puerto Rico.

"NA: Data not available for this combination of variables or data have been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of deaths for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3). Data may also be suppressed until more complete data become available."

"Please note that the data comes from different sources. Due to different years ( https://hdpulse.nimhd.nih.gov/data/historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting mortality statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional deaths) has a dramatic effect on the calculated rate."
"Rural-Urban Continuum Codes (developed by the United States Department of Agriculture (USDA) [ https://www.ers.usda.gov/data-products/rural-urban-continuum-codes.aspx ] ) are used on this website to distinguish which counties are rural and urban; additionally, how much of a state’s population is classified as rural or urban. For more information about using Rural-Urban Continuum Codes, go to the rural urban [ http://hdpulse.nimhd.nih.gov/data/ruralurban.html ] page."

