Chronic Liver Disease & Cirrhosis Death Rates  Table for Georgia by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2018-2022"
Sorted by Rate

County,FIPS,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Walton County",13297,16.9 ,13.7, 20.8,20,rising,3.9 ,2.2, 6.3
"Brooks County",13027,16.5 ,9.2, 27.5,4,NA,NA,NA,NA
"Thomas County",13275,16.4 ,11.9, 22.2,9,NA,NA,NA,NA
"Laurens County",13175,16.4 ,12, 21.9,10,NA,NA,NA,NA
"Carroll County",13045,16.4 ,13.3, 20,20,rising,16.6 ,4.6, 32.0
"Appling County",13001,16.2 ,9.3, 26.2,4,NA,NA,NA,NA
"Toombs County",13279,16 ,10.4, 23.7,5,NA,NA,NA,NA
"Newton County",13217,15.8 ,12.8, 19.3,20,rising,6.3 ,1.7, 24.2
"Haralson County",13143,15.7 ,10.2, 23.2,5,NA,NA,NA,NA
"Clarke County",13059,15.6 ,12.5, 19.3,18,NA,NA,NA,NA
"Dodge County",13091,15.5 ,9.6, 24.1,4,NA,NA,NA,NA
"Chatham County",13051,15.2 ,13.4, 17.3,51,rising,9.1 ,5.5, 20.8
"Whitfield County",13313,15.2 ,12.1, 18.8,17,NA,NA,NA,NA
"Worth County",13321,15.2 ,9, 24.2,4,NA,NA,NA,NA
"Burke County",13033,14.9 ,9.4, 22.9,5,NA,NA,NA,NA
"Glynn County",13127,14.9 ,11.6, 18.9,16,rising,3.3 ,1.0, 6.3
"Greene County",13133,14.8 ,7.6, 26,3,NA,NA,NA,NA
"Putnam County",13237,14.5 ,8.5, 23.3,4,NA,NA,NA,NA
"Colquitt County",13071,14.5 ,10.1, 20.1,7,NA,NA,NA,NA
"Lumpkin County",13187,14.2 ,8.9, 21.6,5,NA,NA,NA,NA
"Camden County",13039,14.1 ,9.9, 19.4,8,NA,NA,NA,NA
"Morgan County",13211,14 ,8.2, 22.8,4,NA,NA,NA,NA
"Liberty County",13179,14 ,9.9, 19.3,8,NA,NA,NA,NA
"Floyd County",13115,13.9 ,11, 17.5,16,stable,0.5 ,-1.4, 2.5
"Pickens County",13227,13.8 ,9, 20.5,6,NA,NA,NA,NA
"Muscogee County",13215,13.8 ,11.6, 16.2,30,rising,4.7 ,2.2, 14.0
"Troup County",13285,13.7 ,10.3, 17.9,12,NA,NA,NA,NA
"Gilmer County",13123,13.5 ,8.5, 20.5,5,NA,NA,NA,NA
"Effingham County",13103,13.5 ,9.9, 18,10,NA,NA,NA,NA
"Habersham County",13137,13.4 ,9.6, 18.4,8,NA,NA,NA,NA
"Coffee County",13069,13.2 ,8.9, 18.9,6,NA,NA,NA,NA
"Hall County",13139,13 ,10.9, 15.3,30,rising,2.1 ,0.5, 4.2
"Tift County",13277,12.9 ,8.7, 18.6,6,NA,NA,NA,NA
"Jackson County",13157,12.8 ,9.7, 16.8,11,rising,7.2 ,0.1, 27.9
"Coweta County",13077,12.7 ,10.4, 15.4,22,rising,8.2 ,3.3, 26.6
"Wayne County",13305,12.5 ,8, 18.9,5,NA,NA,NA,NA
"Lowndes County",13185,12.3 ,9.5, 15.6,14,stable,2.3 ,-0.3, 5.6
"Polk County",13233,12.2 ,8.1, 17.7,6,NA,NA,NA,NA
"Houston County",13153,12.1 ,9.8, 14.7,21,rising,3.0 ,1.0, 10.3
"Bulloch County",13031,11.6 ,8.3, 15.8,8,NA,NA,NA,NA
"Paulding County",13223,11.4 ,9.1, 13.9,19,stable,0.7 ,-1.0, 2.9
"Columbia County",13073,11.3 ,9.1, 13.8,20,rising,4.0 ,1.6, 7.8
"Tattnall County",13267,10.7 ,6.1, 17.8,3,NA,NA,NA,NA
"Richmond County",13245,10.7 ,8.8, 12.9,25,stable,2.3 ,0.0, 5.1
"Catoosa County",13047,10.7 ,7.7, 14.6,9,NA,NA,NA,NA
"Lee County",13177,10.7 ,6.2, 17.2,4,NA,NA,NA,NA
"Peach County",13225,10.6 ,6.3, 16.9,4,NA,NA,NA,NA
"Rockdale County",13247,10.4 ,7.7, 13.6,11,NA,NA,NA,NA
"Grady County",13131,10.1 ,6, 16.3,4,NA,NA,NA,NA
"Hart County",13147,9.9 ,5.8, 16.1,4,NA,NA,NA,NA
"Monroe County",13207,9.8 ,5.9, 15.5,4,NA,NA,NA,NA
"Dougherty County",13095,9.7 ,7, 13,10,NA,NA,NA,NA
"Cherokee County",13057,9.4 ,7.9, 11.2,29,rising,2.4 ,0.5, 5.4
"Fayette County",13113,9.4 ,7.3, 12,15,rising,12.3 ,3.0, 32.4
"Oconee County",13219,9.3 ,5.9, 14,5,NA,NA,NA,NA
"Baldwin County",13009,9.2 ,5.9, 13.8,5,NA,NA,NA,NA
"Cobb County",13067,9.1 ,8.2, 10.1,76,rising,10.2 ,4.5, 19.4
"Henry County",13151,9.1 ,7.4, 11,23,rising,3.9 ,0.7, 17.5
"Clayton County",13063,8.8 ,7.3, 10.6,25,rising,4.4 ,0.4, 22.4
"Union County",13291,8.7 ,4.6, 15.6,4,NA,NA,NA,NA
"Fulton County",13121,8.7 ,7.9, 9.5,99,rising,3.7 ,1.4, 11.8
"Bibb County",13021,8.6 ,6.7, 10.9,15,stable,0.2 ,-1.7, 2.4
"Harris County",13145,8.1 ,4.8, 13.2,4,NA,NA,NA,NA
"Gwinnett County",13135,7.7 ,6.9, 8.6,71,rising,4.3 ,2.3, 11.7
"Forsyth County",13117,7.4 ,6, 9,20,stable,1.2 ,-1.4, 5.1
"Douglas County",13097,7.4 ,5.6, 9.6,12,NA,NA,NA,NA
"DeKalb County",13089,7.1 ,6.3, 8,60,stable,1.4 ,-0.3, 3.6
"Atkinson County",13003,NA ,NA, NA,NA,NA,NA,NA,NA
"Bacon County",13005,NA ,NA, NA,NA,NA,NA,NA,NA
"Baker County",13007,NA ,NA, NA,NA,NA,NA,NA,NA
"Bleckley County",13023,NA ,NA, NA,NA,NA,NA,NA,NA
"Calhoun County",13037,NA ,NA, NA,NA,NA,NA,NA,NA
"Candler County",13043,NA ,NA, NA,NA,NA,NA,NA,NA
"Charlton County",13049,NA ,NA, NA,NA,NA,NA,NA,NA
"Chattahoochee County",13053,NA ,NA, NA,NA,NA,NA,NA,NA
"Clay County",13061,NA ,NA, NA,NA,NA,NA,NA,NA
"Clinch County",13065,NA ,NA, NA,NA,NA,NA,NA,NA
"Cook County",13075,NA ,NA, NA,NA,NA,NA,NA,NA
"Crawford County",13079,NA ,NA, NA,NA,NA,NA,NA,NA
"Crisp County",13081,NA ,NA, NA,NA,NA,NA,NA,NA
"Dade County",13083,NA ,NA, NA,NA,NA,NA,NA,NA
"Dooly County",13093,NA ,NA, NA,NA,NA,NA,NA,NA
"Early County",13099,NA ,NA, NA,NA,NA,NA,NA,NA
"Echols County",13101,NA ,NA, NA,NA,NA,NA,NA,NA
"Evans County",13109,NA ,NA, NA,NA,NA,NA,NA,NA
"Glascock County",13125,NA ,NA, NA,NA,NA,NA,NA,NA
"Hancock County",13141,NA ,NA, NA,NA,NA,NA,NA,NA
"Irwin County",13155,NA ,NA, NA,NA,NA,NA,NA,NA
"Jasper County",13159,NA ,NA, NA,NA,NA,NA,NA,NA
"Jefferson County",13163,NA ,NA, NA,NA,NA,NA,NA,NA
"Jenkins County",13165,NA ,NA, NA,NA,NA,NA,NA,NA
"Johnson County",13167,NA ,NA, NA,NA,NA,NA,NA,NA
"Jones County",13169,NA ,NA, NA,NA,NA,NA,NA,NA
"Lanier County",13173,NA ,NA, NA,NA,NA,NA,NA,NA
"Lincoln County",13181,NA ,NA, NA,NA,NA,NA,NA,NA
"Macon County",13193,NA ,NA, NA,NA,NA,NA,NA,NA
"Marion County",13197,NA ,NA, NA,NA,NA,NA,NA,NA
"Miller County",13201,NA ,NA, NA,NA,NA,NA,NA,NA
"Montgomery County",13209,NA ,NA, NA,NA,NA,NA,NA,NA
"Oglethorpe County",13221,NA ,NA, NA,NA,NA,NA,NA,NA
"Pierce County",13229,NA ,NA, NA,NA,NA,NA,NA,NA
"Pulaski County",13235,NA ,NA, NA,NA,NA,NA,NA,NA
"Quitman County",13239,NA ,NA, NA,NA,NA,NA,NA,NA
"Randolph County",13243,NA ,NA, NA,NA,NA,NA,NA,NA
"Schley County",13249,NA ,NA, NA,NA,NA,NA,NA,NA
"Screven County",13251,NA ,NA, NA,NA,NA,NA,NA,NA
"Seminole County",13253,NA ,NA, NA,NA,NA,NA,NA,NA
"Stewart County",13259,NA ,NA, NA,NA,NA,NA,NA,NA
"Talbot County",13263,NA ,NA, NA,NA,NA,NA,NA,NA
"Taliaferro County",13265,NA ,NA, NA,NA,NA,NA,NA,NA
"Taylor County",13269,NA ,NA, NA,NA,NA,NA,NA,NA
"Telfair County",13271,NA ,NA, NA,NA,NA,NA,NA,NA
"Terrell County",13273,NA ,NA, NA,NA,NA,NA,NA,NA
"Treutlen County",13283,NA ,NA, NA,NA,NA,NA,NA,NA
"Turner County",13287,NA ,NA, NA,NA,NA,NA,NA,NA
"Twiggs County",13289,NA ,NA, NA,NA,NA,NA,NA,NA
"Warren County",13301,NA ,NA, NA,NA,NA,NA,NA,NA
"Washington County",13303,NA ,NA, NA,NA,NA,NA,NA,NA
"Webster County",13307,NA ,NA, NA,NA,NA,NA,NA,NA
"Wheeler County",13309,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilcox County",13315,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilkes County",13317,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilkinson County",13319,NA ,NA, NA,NA,NA,NA,NA,NA

Suggested Citation:
HDPulse: An Ecosystem of Minority Health and Health Disparities Resources. National Institute on Minority Health and Health Disparities. Created 3/15/2025. Available from https://hdpulse.nimhd.nih.gov

Notes:
Source: Death data provided by the National Vital Statistics System [ https://www.cdc.gov/nchs/nvss/index.htm ]. 


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death rates (deaths per 100,000 population per year) are age-adjusted to the 2000 US standard population [https://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for mortality data. \n"
State Health Departments [ https://www.usa.gov/state-health ] may provide more current or more local data.
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint Regression Program (Version 4.9.0.0). Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
"For more information about Chronic Liver Disease & Cirrhosis, see the definitions at http://hdpulse.nimhd.nih.gov/data/cod.html#liver."
Data for United States does not include Puerto Rico.

"NA: Data not available for this combination of variables or data have been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of deaths for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3). Data may also be suppressed until more complete data become available."

"Please note that the data comes from different sources. Due to different years ( https://hdpulse.nimhd.nih.gov/data/historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting mortality statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional deaths) has a dramatic effect on the calculated rate."
"Rural-Urban Continuum Codes (developed by the United States Department of Agriculture (USDA) [ https://www.ers.usda.gov/data-products/rural-urban-continuum-codes.aspx ] ) are used on this website to distinguish which counties are rural and urban; additionally, how much of a state’s population is classified as rural or urban. For more information about using Rural-Urban Continuum Codes, go to the rural urban [ http://hdpulse.nimhd.nih.gov/data/ruralurban.html ] page."

