Pneumonia Death Rates  Table for Georgia by County
"All Races (includes Hispanic/Latino), Both Sexes, All Ages, 2018-2022"
Sorted by Rate

County,FIPS,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Muscogee County",13215,16.5 ,14.2, 19.2,37,stable,-1.1 ,-3.4, 8.8
"Gordon County",13129,16.4 ,12.1, 21.6,10,NA,NA,NA,NA
"Cook County",13075,16.3 ,9.2, 26.9,3,NA,NA,NA,NA
"Floyd County",13115,16.2 ,13, 19.9,19,NA,NA,NA,NA
"Sumter County",13261,15.9 ,10.5, 23.3,6,NA,NA,NA,NA
"Pickens County",13227,15.9 ,11, 22.5,7,NA,NA,NA,NA
"Liberty County",13179,15.6 ,10.9, 21.7,8,NA,NA,NA,NA
"Colquitt County",13071,15.6 ,11.1, 21.5,8,NA,NA,NA,NA
"Baldwin County",13009,15.4 ,10.9, 21.3,8,NA,NA,NA,NA
"Toombs County",13279,15.4 ,9.8, 23.1,5,NA,NA,NA,NA
"Thomas County",13275,14.9 ,10.7, 20.4,9,NA,NA,NA,NA
"Mitchell County",13205,14.8 ,9, 23.1,4,NA,NA,NA,NA
"Appling County",13001,14.7 ,8.4, 24.2,3,NA,NA,NA,NA
"Chatham County",13051,14.1 ,12.4, 16.1,49,stable,-1.9 ,-3.2, 4.6
"Bibb County",13021,14.1 ,11.8, 16.8,26,falling,-7.5 ,-14.0, -3.8
"Troup County",13285,14.1 ,10.6, 18.4,11,NA,NA,NA,NA
"Whitfield County",13313,14 ,11.1, 17.6,16,NA,NA,NA,NA
"Paulding County",13223,13.9 ,11.1, 17.1,19,falling,-4.6 ,-6.9, -1.9
"Houston County",13153,13.8 ,11.3, 16.7,22,falling,-3.3 ,-5.0, -1.4
"Dodge County",13091,13.5 ,8, 21.7,4,NA,NA,NA,NA
"Butts County",13035,13.4 ,8.1, 21.1,4,NA,NA,NA,NA
"Bryan County",13029,13.4 ,8.3, 20.3,4,NA,NA,NA,NA
"Henry County",13151,13.4 ,11.1, 16,27,stable,-1.8 ,-3.6, 0.4
"White County",13311,13.2 ,8.4, 20,5,NA,NA,NA,NA
"Meriwether County",13199,13.2 ,7.7, 21.4,4,NA,NA,NA,NA
"Clayton County",13063,12.7 ,10.5, 15.3,27,stable,-1.0 ,-2.0, 0.5
"Walton County",13297,12.6 ,9.8, 16,14,NA,NA,NA,NA
"Lee County",13177,12.5 ,7.1, 20.2,3,NA,NA,NA,NA
"Coweta County",13077,12.5 ,10, 15.4,18,stable,-0.6 ,-4.9, 14.0
"Bartow County",13015,12.4 ,9.6, 15.8,14,NA,NA,NA,NA
"Bulloch County",13031,12.4 ,8.9, 16.7,9,NA,NA,NA,NA
"Murray County",13213,12.4 ,8.1, 18.2,5,NA,NA,NA,NA
"Newton County",13217,12.2 ,9.3, 15.6,13,NA,NA,NA,NA
"Barrow County",13013,12.1 ,8.8, 16.2,10,falling,-4.4 ,-8.0, -0.8
"Laurens County",13175,11.9 ,8.3, 16.7,7,NA,NA,NA,NA
"Lowndes County",13185,11.9 ,9.1, 15.3,13,NA,NA,NA,NA
"Putnam County",13237,11.9 ,6.7, 19.7,4,NA,NA,NA,NA
"Grady County",13131,11.8 ,7, 18.8,4,NA,NA,NA,NA
"Hart County",13147,11.8 ,7.3, 18.4,5,NA,NA,NA,NA
"Dougherty County",13095,11.5 ,8.7, 14.9,12,NA,NA,NA,NA
"Franklin County",13119,11.5 ,6.7, 18.6,4,NA,NA,NA,NA
"Effingham County",13103,11.2 ,7.4, 16.1,6,NA,NA,NA,NA
"Harris County",13145,11 ,6.8, 17.1,4,NA,NA,NA,NA
"Rockdale County",13247,10.9 ,8, 14.4,10,NA,NA,NA,NA
"Tift County",13277,10.6 ,6.9, 15.8,5,NA,NA,NA,NA
"Douglas County",13097,10.6 ,8, 13.6,13,NA,NA,NA,NA
"Richmond County",13245,10.5 ,8.6, 12.7,23,falling,-5.8 ,-13.7, -4.4
"Jones County",13169,10.5 ,6, 17.1,3,NA,NA,NA,NA
"Fannin County",13111,10.4 ,6.4, 16.8,5,NA,NA,NA,NA
"Fayette County",13113,9.6 ,7.5, 12.1,15,falling,-4.8 ,-6.4, -3.2
"Hall County",13139,9.5 ,7.8, 11.5,21,falling,-5.3 ,-7.2, -3.5
"Camden County",13039,9.2 ,5.8, 13.9,5,NA,NA,NA,NA
"Cherokee County",13057,9.2 ,7.6, 11,24,falling,-10.2 ,-23.6, -6.5
"Jackson County",13157,8.9 ,6.2, 12.5,7,NA,NA,NA,NA
"Habersham County",13137,8.9 ,5.8, 13.2,5,NA,NA,NA,NA
"Columbia County",13073,8.6 ,6.7, 11,14,NA,NA,NA,NA
"Cobb County",13067,8.6 ,7.6, 9.6,60,falling,-8.8 ,-26.0, -5.4
"Union County",13291,8.5 ,5, 14.4,4,NA,NA,NA,NA
"Madison County",13195,8.3 ,4.7, 13.8,3,NA,NA,NA,NA
"Fulton County",13121,8.2 ,7.4, 9.1,81,falling,-6.5 ,-7.3, -5.8
"Lumpkin County",13187,8 ,4.5, 13.4,3,NA,NA,NA,NA
"Catoosa County",13047,7.8 ,5.4, 11.1,7,NA,NA,NA,NA
"Forsyth County",13117,7.4 ,5.8, 9.2,16,stable,-4.6 ,-6.7, 5.0
"Walker County",13295,7.4 ,5, 10.5,7,NA,NA,NA,NA
"Glynn County",13127,7.4 ,5.4, 10,10,NA,NA,NA,NA
"Gwinnett County",13135,7.2 ,6.3, 8.2,49,stable,-2.7 ,-5.5, 6.2
"Clarke County",13059,6.6 ,4.6, 9.3,7,NA,NA,NA,NA
"DeKalb County",13089,6.4 ,5.6, 7.3,47,falling,-6.2 ,-7.2, -5.2
"Gilmer County",13123,6.4 ,3.7, 11,3,NA,NA,NA,NA
"Atkinson County",13003,NA ,NA, NA,NA,NA,NA,NA,NA
"Bacon County",13005,NA ,NA, NA,NA,NA,NA,NA,NA
"Baker County",13007,NA ,NA, NA,NA,NA,NA,NA,NA
"Banks County",13011,NA ,NA, NA,NA,NA,NA,NA,NA
"Berrien County",13019,NA ,NA, NA,NA,NA,NA,NA,NA
"Bleckley County",13023,NA ,NA, NA,NA,NA,NA,NA,NA
"Brooks County",13027,NA ,NA, NA,NA,NA,NA,NA,NA
"Burke County",13033,NA ,NA, NA,NA,NA,NA,NA,NA
"Calhoun County",13037,NA ,NA, NA,NA,NA,NA,NA,NA
"Candler County",13043,NA ,NA, NA,NA,NA,NA,NA,NA
"Charlton County",13049,NA ,NA, NA,NA,NA,NA,NA,NA
"Chattahoochee County",13053,NA ,NA, NA,NA,NA,NA,NA,NA
"Clay County",13061,NA ,NA, NA,NA,NA,NA,NA,NA
"Clinch County",13065,NA ,NA, NA,NA,NA,NA,NA,NA
"Crawford County",13079,NA ,NA, NA,NA,NA,NA,NA,NA
"Dade County",13083,NA ,NA, NA,NA,NA,NA,NA,NA
"Dawson County",13085,NA ,NA, NA,NA,NA,NA,NA,NA
"Early County",13099,NA ,NA, NA,NA,NA,NA,NA,NA
"Echols County",13101,NA ,NA, NA,NA,NA,NA,NA,NA
"Emanuel County",13107,NA ,NA, NA,NA,NA,NA,NA,NA
"Evans County",13109,NA ,NA, NA,NA,NA,NA,NA,NA
"Glascock County",13125,NA ,NA, NA,NA,NA,NA,NA,NA
"Greene County",13133,NA ,NA, NA,NA,NA,NA,NA,NA
"Hancock County",13141,NA ,NA, NA,NA,NA,NA,NA,NA
"Heard County",13149,NA ,NA, NA,NA,NA,NA,NA,NA
"Irwin County",13155,NA ,NA, NA,NA,NA,NA,NA,NA
"Jasper County",13159,NA ,NA, NA,NA,NA,NA,NA,NA
"Jeff Davis County",13161,NA ,NA, NA,NA,NA,NA,NA,NA
"Jenkins County",13165,NA ,NA, NA,NA,NA,NA,NA,NA
"Johnson County",13167,NA ,NA, NA,NA,NA,NA,NA,NA
"Lanier County",13173,NA ,NA, NA,NA,NA,NA,NA,NA
"Lincoln County",13181,NA ,NA, NA,NA,NA,NA,NA,NA
"Long County",13183,NA ,NA, NA,NA,NA,NA,NA,NA
"Marion County",13197,NA ,NA, NA,NA,NA,NA,NA,NA
"McDuffie County",13189,NA ,NA, NA,NA,NA,NA,NA,NA
"McIntosh County",13191,NA ,NA, NA,NA,NA,NA,NA,NA
"Miller County",13201,NA ,NA, NA,NA,NA,NA,NA,NA
"Montgomery County",13209,NA ,NA, NA,NA,NA,NA,NA,NA
"Morgan County",13211,NA ,NA, NA,NA,NA,NA,NA,NA
"Oconee County",13219,NA ,NA, NA,NA,NA,NA,NA,NA
"Oglethorpe County",13221,NA ,NA, NA,NA,NA,NA,NA,NA
"Pulaski County",13235,NA ,NA, NA,NA,NA,NA,NA,NA
"Quitman County",13239,NA ,NA, NA,NA,NA,NA,NA,NA
"Rabun County",13241,NA ,NA, NA,NA,NA,NA,NA,NA
"Randolph County",13243,NA ,NA, NA,NA,NA,NA,NA,NA
"Schley County",13249,NA ,NA, NA,NA,NA,NA,NA,NA
"Seminole County",13253,NA ,NA, NA,NA,NA,NA,NA,NA
"Talbot County",13263,NA ,NA, NA,NA,NA,NA,NA,NA
"Taliaferro County",13265,NA ,NA, NA,NA,NA,NA,NA,NA
"Taylor County",13269,NA ,NA, NA,NA,NA,NA,NA,NA
"Telfair County",13271,NA ,NA, NA,NA,NA,NA,NA,NA
"Terrell County",13273,NA ,NA, NA,NA,NA,NA,NA,NA
"Towns County",13281,NA ,NA, NA,NA,NA,NA,NA,NA
"Treutlen County",13283,NA ,NA, NA,NA,NA,NA,NA,NA
"Turner County",13287,NA ,NA, NA,NA,NA,NA,NA,NA
"Twiggs County",13289,NA ,NA, NA,NA,NA,NA,NA,NA
"Warren County",13301,NA ,NA, NA,NA,NA,NA,NA,NA
"Webster County",13307,NA ,NA, NA,NA,NA,NA,NA,NA
"Wheeler County",13309,NA ,NA, NA,NA,NA,NA,NA,NA
"Wilkinson County",13319,NA ,NA, NA,NA,NA,NA,NA,NA
"Worth County",13321,NA ,NA, NA,NA,NA,NA,NA,NA

Suggested Citation:
HDPulse: An Ecosystem of Minority Health and Health Disparities Resources. National Institute on Minority Health and Health Disparities. Created 3/15/2025. Available from https://hdpulse.nimhd.nih.gov

Notes:
Source: Death data provided by the National Vital Statistics System [ https://www.cdc.gov/nchs/nvss/index.htm ]. 


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"(†) Death rates (deaths per 100,000 population per year) are age-adjusted to the 2000 US standard population [https://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for mortality data. \n"
State Health Departments [ https://www.usa.gov/state-health ] may provide more current or more local data.
"(‡) The Average Annual Percent Change (AAPC) is based on the APCs calculated by Joinpoint Regression Program (Version 4.9.0.0). Due to data availability issues, the time period used in the calculation of the joinpoint regression model may differ for selected counties. \n"
"For more information about Pneumonia, see the definitions at http://hdpulse.nimhd.nih.gov/data/cod.html#pneumonia."
Data for United States does not include Puerto Rico.

"NA: Data not available for this combination of variables or data have been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of deaths for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3). Data may also be suppressed until more complete data become available."

"Please note that the data comes from different sources. Due to different years ( https://hdpulse.nimhd.nih.gov/data/historicaltrend/differences.html ) of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting mortality statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional deaths) has a dramatic effect on the calculated rate."
"Rural-Urban Continuum Codes (developed by the United States Department of Agriculture (USDA) [ https://www.ers.usda.gov/data-products/rural-urban-continuum-codes.aspx ] ) are used on this website to distinguish which counties are rural and urban; additionally, how much of a state’s population is classified as rural or urban. For more information about using Rural-Urban Continuum Codes, go to the rural urban [ http://hdpulse.nimhd.nih.gov/data/ruralurban.html ] page."

